ParticipantID,identifier,n_wordfix,cor_N400meanCPz_surprisal,cor_N400meanCPz_logWordFreq,cor_N400minCPz_surprisal,cor_N400minCPz_logWordFreq,cor_N400minlatCPz_surprisal,cor_N400minlatCPz_logWordFreq,cor_P1_surprisal,cor_N1_surprisal,cor_P1_logWordFreq,cor_N1_logWordFreq,cor_logFixDur_surprisal,logWordFixDur,cor_word_P1mean_logFixDur,cor_word_P1max_logFixDur,cor_word_P1lat_logFixDur,cor_word_N1mean_logFixDur,cor_word_N1min_logFixDur,cor_word_N1lat_logFixDur,cor_word_N400mean_logFixDur,cor_word_N400min_logFixDur,cor_word_N400lat_logFixDur,meansurprisal,meanP1word,meanN1word,maxP1word,latP1word,minN1word,latN1word,meanN400word,minN400word,latN400word,X,Text,PageNum,datetime,unix_start,unix_end,readtime,MW,SVT,Rote_X,Inference_X,Deep_X,Rote_Y,Inference_Y,Rote_Z,Inference_Z,Deep_Z,Rote_D,Inference_D,Page,meanX,meanY,meanZ,n_fix,meanP1,meanN1,maxP1,latP1,minN1,latN1,meanN400,minN400,latN400,cor_P1mean_logFixDur,cor_P1max_logFixDur,cor_P1lat_logFixDur,cor_N1mean_logFixDur,cor_N1min_logFixDur,cor_N1lat_logFixDur,cor_N400mean_logFixDur,cor_N400min_logFixDur,cor_N400lat_logFixDur,logFixDur
EML1_019,Bias0,-0.13259825645232579,-0.6084684768307209,1.068934103669641,-0.5394299838709483,0.9724855293575698,0.3775783498522671,-0.32720033854004094,-1.3076238180547815,-1.691808124340733,0.02364081107657586,0.6061217586192408,-0.06567281950521647,-1.6477775850342458,-0.6913038617384364,-0.5430556178851804,-0.00741310909328367,-1.0268241844209285,-1.0405097422363339,0.7706802699115792,-0.8651229631442588,-0.5349888280251448,-0.4737024189462276,-0.5471283249491243,-0.3175213838619656,-0.43998788088962787,-0.8092363231907932,-1.8083986883391854,0.09560673499649847,-2.164209450107281,0.5673331626359875,0.8104507161797436,0.11925406378982113,869,Bias,1,2020-07-24 11:07:16.266,1595610436.266,1595610465.523,29.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,-0.04253063181895934,-0.2591525425189607,-0.4209639914414852,-0.726988095926618,-1.9831863417267181,0.047306715810459775,-2.749237078198593,0.6870624655808869,0.8201007871215628,0.10449411614061185,-0.5803726267194076,-0.400670786225731,-0.1308594340362555,-1.2075259312748923,-1.4253280417089664,1.2541739008786688,-0.6725343793728971,-0.29798941916511135,-0.9569595707677024,-1.647285773106845
EML1_019,Bias1,-0.7049222960239797,0.5346134601317517,0.10014872944941607,1.0476965087908616,0.03614816619453917,0.5070908883702,-0.4067440188992735,0.22192391901168274,0.4256030583006377,-0.03656421245691455,0.38167204243400343,0.06416732406206474,-1.6598171343257462,-1.0739017786745915,-1.1279545509084472,-0.06457747324872457,-1.420984050727664,-1.019016568189082,-0.7106604417990482,-0.8360304477445543,-0.3182237617746939,-0.2124947412629137,0.013397092288868557,-0.03445314502432567,-0.41567869482915726,-0.4919356308805114,-2.235610760303153,-0.012591585090434452,-2.349677667811301,-0.19398081669168285,0.49867359927217814,-0.46546412059570114,870,Bias,2,2020-07-24 11:07:45.523,1595610465.523,1595610483.507,17.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-0.7408843216879849,-0.18658986716995596,-0.5986911739113935,-0.5394647317286855,-2.3105997900619117,-0.009351675115176532,-2.7646894831499025,1.0042026181444308,0.8743717864501228,0.3182069465692029,-0.3221418614629076,-0.4090997360891394,0.6427537590327714,-0.5932832993274132,-0.8831024942259839,-0.15534341915607772,-0.1180957334754066,0.03190883819178033,-0.2781940082585884,-1.6626607077678206
EML1_019,Bias2,-0.2416123592278789,-2.0407171377459483,1.4154842392590978,-1.7887101646966392,1.3122414808430003,0.1559531885641194,-1.1712651066149142,0.13755069787563906,-0.8564744948092704,0.7839728478443213,1.4882446596237944,0.3129404839796549,-1.5918618133272227,0.002040716967397766,0.23477059069904502,-1.3096448326019863,-0.07768552325712319,-0.21744174235533018,0.27452738945884564,-1.3935399836286793,-1.2310575596312152,-0.6219609020822399,-0.3536394009600759,0.10747523157839325,-0.8871625205437444,-0.37454643409760385,-1.621929083501766,-0.2811707262825694,-3,-0.3515925765002723,0.5875280196630394,-0.05429865294310119,871,Bias,3,2020-07-24 11:08:03.506,1595610483.507,1595610512.493,28.986,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,2,NA,NA,1.1542876259495032,-0.14996966102957865,0.3065836284017673,-0.4644334840001524,-0.16560301514092193,-1.4123302259671335,0.046080567668167725,-3,0.5295372222820731,0.7872808092140214,-0.2537533401205687,0.8049860749274386,0.7677993168815067,-0.8676151546566044,0.25768729779016103,-0.019292382809212517,-0.2344783783772939,-2.097601950637949,-2.257834115842749,-0.4343030865435045,-1.6418502775049937
EML1_019,Bias3,-0.6231617189423149,0.5684629514170082,-0.5529098484895012,-0.15650779832288367,-0.14491997574353715,-0.9169369959869462,-0.08441216982257234,-0.6383006367924785,-0.8965798541752911,1.2820071946214706,0.37038599797379684,0.8909647961036771,-1.6655246100725658,-0.4109925020570264,-0.7484421882790694,0.0356330503491706,0.05075343294680635,-0.5746771474846837,-1.681788179142534,0.3299874709295178,0.15038774139187733,-0.07357091718337,-0.6993778175342088,0.08484765630471633,-0.20499108869670826,-0.3144157926614503,-2.020740783279858,0.2691931605671579,-3,0.26850219965594124,0.747155475954949,-0.40779960537030824,872,Bias,4,2020-07-24 11:08:32.493,1595610512.494,1595610536.484,23.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.5618192730036193,-0.10179019620949367,-0.9339855159841419,-0.5458577110570058,-2.4241741027635486,-0.009123235280668891,-3,0.6421719248688788,1.0077504828375494,0.0778109529251864,-0.7078286252111928,-1.231462848270124,0.2997084216893971,-0.2835172689112614,-0.7893889538742486,-1.2087060719426854,-0.5898825598762191,-0.6170950790752109,-0.5934557192461777,-1.660381339637131
EML1_019,CausalClaims2,-0.4051335133912086,-0.7516446980688924,-0.9289937468262918,0.01534011286246682,-1.1123263640423002,-0.795115627044337,0.11458588727386865,-0.8180300747634921,0.1443753575965583,0.26149815308342467,0.46796720190029917,1.3037682308944885,-1.594934005223447,-1.0823716442494844,-0.6877382741611653,-1.7109714489406425,0.5927095824832479,0.15985563728114405,-1.1229273893476202,0.2869633016885873,-0.34084800415420147,0.2868065573458599,0.2351015866064523,-0.16855674689729075,-0.3265257621033587,-0.5452150726875415,-1.8659080057189514,0.0365540009377017,-2.5292134004372477,-0.4503692902555595,0.5195640508375992,0.5165625736928046,881,CausalClaims,3,2020-07-24 10:38:29.963,1595608709.964,1595608741.867,31.903,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,2,NA,NA,1.1542876259495032,0.19025393147071584,-0.12830178535783782,-0.6518112974876075,-0.6273754029769909,-1.9347975765949348,-0.03709777473046342,-2.1646792478862924,0.41219944208011355,0.9036769123650596,0.610410436640469,-0.19864495845949257,0.30021168743415766,-0.7994512125773189,0.3703076795300195,-0.33178952599289857,-1.372169727778354,0.19175022560266075,-0.03671866492234089,-0.3478381434383728,-1.7006959339332657
EML1_019,CausalClaims3,-0.5686546675545383,-1.613895475273406,1.8890882998681902,-1.249153439545622,1.4439072680472693,-0.285150955128585,0.94529525841602835,-1.6711412319351733,-0.7343980240938074,1.363987022170717,0.9806572699513655,0.6417309042841888,-1.6104230768978136,-0.8623356779467443,-0.8061064735947261,0.6034221488016936,-0.3868987188909645,-0.1804598611249101,-0.6527175591953153,-1.2911057923429983,-1.4779551931476929,1.4422487103622874,0.3565229324129591,-0.4667737087604106,-0.978992599443161,-0.9483734140838049,-1.1949659696216954,-0.3311841220157191,-2.6907088275626134,-1.1208503773152971,0.47870705715728706,-1.3511483600020775,882,CausalClaims,4,2020-07-24 10:39:01.867,1595608741.867,1595608770.756,28.889,0,1,1,1,0,NA,NA,NA,NA,NA,1,0,3,0.26705195504987184,NA,NA,-0.23950218537176143,-0.14459188100714793,-0.6185235871873691,-0.5491400811278829,-1.5901127438608942,-0.058668290271677026,-3,-0.5573549197134429,0.6156467459464674,-1.179456133437743,0.363532118426272,0.517544011373993,-0.18954186288632288,-0.21452105348232958,-0.16215229659166921,-0.9860887129547392,0.25801018512184737,-0.05285456978401946,-0.10520249471143456,-1.5826945918409454
EML1_019,CausalClaims4,2.238458478915955,0.10066343552311466,-0.2513849008119156,0.2010359219434435,-0.11591613737672812,0.5647958006735719,-1.0790563200397656,-0.49677408773632165,0.12803425477731015,-0.13159333094170622,0.07337704418163188,0.36514406667613203,-1.6021343368434409,0.0755270438789313,0.15768003699380168,0.23285850646680684,0.1348224326404615,0.10535879511297985,-0.8791986585495576,-0.4135508503828737,-0.4683785756106768,-0.34335368273906103,0.15871319182196453,-0.26471717210904194,-0.7094172440962386,-0.7271076675619522,-1.7248819726539226,-0.12802071806970575,-2.590119319148625,0.44096555336832977,0.9421779269072567,-0.07870784968906172,883,CausalClaims,5,2020-07-24 10:42:11.799,1595608931.799,1595609006.482,74.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2.1062499523934273,-0.2566116727457951,-0.758034929792669,-0.7712636967266545,-1.9102322910228466,-0.09180278151150241,-2.8582541557241536,0.367543336478052,0.88919630461706,-0.5861023284349928,0.01055399814515994,0.16346378288988922,0.04694647625669298,-0.0014952928934915575,-0.05996435326517204,-0.688282069920876,-0.60379904175068,-0.5897197927433777,-0.6189248365394899,-1.6051388443336538
EML1_019,CausalClaims5,-0.07809120506454922,0.47493084869857083,-2.5186580226402167,0.4153337921658249,-2.1851020516165223,-1.2932554865880803,0.022327182560267625,0.3513116389488768,0.1439526791117321,0.5401236077407326,0.097456507022443975,0.8093208311031165,-1.5510099488325768,0.9051885476220568,0.979951482395427,0.1506130357929383,0.5677711029433677,0.39805017354061856,0.04675698684979162,0.31805141937904,0.643571872657322,0.3035816452947759,-0.45144172779862557,-0.32184555867845227,-0.3429469293184212,-0.8064569712649179,-1.5583929058410433,0.15087510163228837,-2.7969558190924615,0.6153827075681314,1.0595891892316713,1.5543957043827827,884,CausalClaims,6,2020-07-24 10:43:26.483,1595609006.483,1595609043.162,36.679,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,5,NA,0.90105835445736,NA,-0.024624126950522785,-0.23008431675290217,-0.6131295915497097,-0.770170816177897,-1.6138650640653218,0.19151138544069296,-2.915339425438735,0.7490674020043904,1.0601642870989827,1.609991416533507,0.4654075805519593,0.5763961482058232,0.8563628717358964,0.4333396800354889,0.3115453105958241,-0.291371315447686,0.41753582725349525,0.9241318250983214,0.77888750530579,-1.596859312329671
EML1_019,CausalClaims6,0.2216975775682219,-0.7669017612013913,-0.005858834224557316,-0.8932816759255993,3.844973138595256e-4,-1.1839138410902197,0.9230922384311933,0.3455639722431876,-0.7905947337180144,-0.3932585290330964,1.3287502779508347,-0.3013078886834796,-1.6331843810012219,-0.13078452090064108,-0.10920171217577097,0.3600821000440379,0.7068709635305883,0.6853690858034832,0.4421211559015122,-1.2019551852415622,-0.7155165581150502,-0.5047332155062481,0.534432309802138,-0.09580819304111012,-0.7873214491065978,-0.6016467238600589,-1.6476497530126157,-0.1162222524437932,-2.303406541330439,0.25134467965391183,0.7085803165602722,-1.2024583103680049,885,CausalClaims,7,2020-07-24 10:44:03.161,1595609043.162,1595609081.563,38.401,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,6,-1.6307215127513444,NA,NA,0.45885150449726414,-0.2936122122275765,-1.0753038925547596,-0.7112079183672881,-1.596545663916259,-0.2247627501618926,-2.8677894966203237,0.11770441728442005,0.6662710458435483,0.09496441499224455,0.04113815490041558,0.0031284866889553305,1.16616872464132,0.6414043614409416,0.40943555555497546,-0.8137782382720192,-1.1169171552796715,-0.9416375554850088,-0.5512565650546442,-1.6331430927783497
EML1_019,CausalClaims7,0.2216975775682219,1.5133872586851898,1.0527574338954837,1.526017788741022,1.013728013378002,0.7890353418102855,-0.2801844638321665,0.3971745455710976,-0.8925174461626506,1.4787369757008952,1.3510590464305963,-1.1582942676276007,-1.6089724827403356,1.926517677972984,1.532380962577569,0.3361724922628792,1.7395161395621157,1.3513315806268393,-0.3719186329142984,0.32233522430596323,-0.06862104207862979,-0.609104369533687,-1.4360005477073783,-0.3237956250548607,-0.5409107525603847,-0.7036774065275543,-1.817406171784211,-0.07529984766484801,-2.9006426421517104,-0.5642339988785781,0.5456707462924213,0.5677728317321292,886,CausalClaims,8,2020-07-24 10:47:08.578,1595609228.578,1595609271.361,42.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,0.6200100483131932,-0.2080411404257874,-0.7153659724005996,-0.6837050397343505,-1.5780037178743225,-0.16915828431106422,-3,-0.24403088656818633,0.772776994451435,0.9543939730668028,1.524667259353345,1.206222359637011,-0.30893977582083865,0.9734943786584389,1.0760762071504077,-0.5751598146853545,-0.14318749851677007,-0.497572820982157,-1.581908226656627,-1.5881568412133509
EML1_019,CausalClaims8,1.502613285180971,0.2391948459370847,0.44501492419675936,0.03682296805649277,0.5032129420026742,-0.2889007519283316,0.548107188324653,-0.5307183798116933,-0.20069881834981368,0.4139551577188776,-0.05094081082246754,-0.4400142063377161,-1.5797199156228632,0.4216224853059707,0.4206127758872945,0.31972223279907475,0.15561398482073963,0.18886735667772717,0.08476916222737618,-0.2575063834850398,0.29911050572739,0.6277672554503566,-0.5783187784803516,0.026403164968526807,-0.6232325684746595,-0.3798208399104509,-1.8039748946945895,-0.18207103450537165,-2.7916598152069727,-0.31617931108206526,0.48826849231666597,-0.302850187660086,887,CausalClaims,9,2020-07-24 10:47:51.361,1595609271.361,1595609333.669,62.308,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,8,NA,NA,0.027266636833452804,1.9629979134459346,-0.16080711602452225,-0.9031423579690964,-0.576096451415906,-2.1629812035282456,-0.19992660255077002,-2.7899268396728454,0.4402011573072755,0.712526305815051,0.03969214833171714,0.21053591553026094,0.12349150721162493,0.5533391785454471,-0.10639182833520835,-0.10630555253465283,-0.06172620765054918,-0.09801304534603089,0.2940418175250622,-0.06838455000441009,-1.6249517647801026
